user,text
moefromcanada,RT @twidark1: @Mike_Pence https://t.co/f0lzdD7OEw
DorshaRatledge,@Mike_Pence @realDonaldTrump Great job I love you! I hope some day after President Trump you run for President. You… https://t.co/i4uar5sR3T
moefromcanada,RT @Rosemarie4311: @Mike_Pence https://t.co/lb4yooVLRz
peeyourpants_,@Mike_Pence pee your pants
SGR7073,@Mike_Pence @Perduesenate @KLoeffler The integrity lies in the voters rights &amp; the decision to oust a psychotic man… https://t.co/zOVgo3cx9m
peeyourpants_,@Mike_Pence pee your pants
peeyourpants_,@Mike_Pence pee your pants
peeyourpants_,@Mike_Pence pee your pants
peeyourpants_,@Mike_Pence pee your pants
peeyourpants_,@Mike_Pence pee your pants
moefromcanada,@Mike_Pence Bullshit! I thought all of you say the election system is rigged! No GOP members should vote in Georgia… https://t.co/WpYTQb1NMa
HeidiTruth,"@Mike_Pence If you want to save the WORLD you MUST get the hell out of our Country, as you are the Great Divider in… https://t.co/Q9GGHhrbkG"
DrawzPictures,@Mike_Pence Horse sh1t. Vote these murders out and lock them up.
HeidiTruth,"@Mike_Pence If you want to save the WORLD you MUST get the hell out of our Country, as you are the Great Divider in… https://t.co/VIpOJXRdVz"
NouWatNow,"@Mike_Pence He actually doesn’t deserve hos day in court, after the fact.  If there’s no hard evidence, the courts… https://t.co/mdBBpzDT8o"
patrickey17,@Mike_Pence Cardboard Pence can’t think outside Donald J. Trump’s 📦.
shawnshell,"@Mike_Pence Mr. Vice President: If you have evidence that backs any claims the @realDonaldTrump makes, please relea… https://t.co/Fxwhea67GZ"
Packwon,RT @MarkFriedman2: @Mike_Pence https://t.co/4cpuyhOSQQ
whodoyoutrust16,@Mike_Pence The blood of 280 thousand dead Americans will forever be on your hands
mtmamallama,@Mike_Pence Who’s “they?”   I thought we were all Americans!  #TrumpSycophants
CharleenConne13,"@Mike_Pence @Perduesenate @KLoeffler Nope VOTE BLUE, Georgia!"
CathyHeyworth,@Mike_Pence https://t.co/1gj819ovFU
808bakatan,@Mike_Pence @Perduesenate @KLoeffler CONFUSED AS HELL.  That's what you are telling people to vote in Georgia and t… https://t.co/Xg6IzAeIry
DaveForJC,@Mike_Pence Then why is your President asking SCOTUS to count no votes?
boithird,@Mike_Pence Trumps plague https://t.co/4stN0nWDvo
Sue71449847,@Mike_Pence The same Supreme Court that he's loaded with judges who he thinks will back him ???  It's a disgrace ho… https://t.co/K86On7tTUR
CharleenConne13,"@Mike_Pence @realDonaldTrump Stop being a head bobber, he down played the virus &amp; over 290,000 dead!"
1hokie4u,@Mike_Pence Your people are saying not to vote in Georgia!!!!  Get you stuff together!!!😳😳
URGATORBAIT091,@Mike_Pence Idiot
NavyAlways,"@Mike_Pence You think that’s this is enhancing you political future, you are wrong. You’re a weak person, which mak… https://t.co/okyea1AhxN"
KTDReginald,@Mike_Pence Something is up here and we need to know more about it. What's happening here?
RossmanJonathan,@Mike_Pence What @realDonaldTrump deserves is to be in prison.
TommyHo18649585,"@Mike_Pence @WhiteHouse @UofSCSOMG American deaths Spanish flu 2 yrs 675,000 died Vietnam 9yrs 282,000 died Ebola 2… https://t.co/mDnqxla72M"
pinkfloydtime9,@Mike_Pence i truly find it puzzling that an american vice-president does not know what constitutes 'radical left' ~ perhaps feigning
Lily195066,@Mike_Pence *THEY* ARE your fellow Americans!
HolstJed,"RT @DawnSte35016407: @Mike_Pence If we don't get our check, you sure don't get your check."" - #LALATE #PURPLEPOWER #stimuluscheckORshutdown"
colby767,@Mike_Pence It is not a miracle.  It is years of work by scientists.
TommyHo18649585,"@Mike_Pence @WhiteHouse @realDonaldTrump American deaths Spanish flu 2 yrs 675,000 died Vietnam 9yrs 282,000 died E… https://t.co/mCpCSqOJGX"
CharleenConne13,@Mike_Pence Yep VOTE BLUE!
Carangle,@Mike_Pence We have get rid of you and everyone who is getting in the way of progress .
cacook14174273,@Mike_Pence @Perduesenate @KLoeffler I see the lier David Purdue is hanging out with another lier Mike Pence likely… https://t.co/0yNbXoA5OG
it_iswhat_ittis,"@Mike_Pence We fucking voted , now go away"
Don_COi,"@Mike_Pence You should really think about this ...  The world is watching @VP, what do you stand for?@BBCWorld @ABC… https://t.co/XGzGgXr8FM"
JaDe37526283,"@Mike_Pence @VP @henrymcmaster Sixty-four years ago, 101 members of Congress signed the racist Southern Manifesto,… https://t.co/VfOh7stxH6"
JaDe37526283,"@Mike_Pence @VP @UofSCSOMG Sixty-four years ago, 101 members of Congress signed the racist Southern Manifesto, and… https://t.co/6fV5dN0azX"
JaDe37526283,"@Mike_Pence @VP @realDonaldTrump Sixty-four years ago, 101 members of Congress signed the racist Southern Manifesto… https://t.co/QXgb7kzNiE"
boithird,@Mike_Pence https://t.co/rNucl97J0H
ormeaux,@Mike_Pence @henrymcmaster @realDonaldTrump When do you get your pardon?
boithird,@Mike_Pence Liars crooks and traitors oh my..... https://t.co/UGdT62Je05
Lily195066,"@Mike_Pence Um. Many, many, many of your * fellow Americans* will vote to END Mitch Mcconnell's death grip on our l… https://t.co/EK0cFgk0cK"
katie_white42,"@Mike_Pence Go take a nap, sparky."
lenisgotthis,@Mike_Pence Hey Pence. The good people of Georgia need to vote for Warnock and Ossoff to restore civility to Americ… https://t.co/Z4MkbwnCbM
HoudeshellMikle,@Mike_Pence True as all Americans
Jules_jules_26,@Mike_Pence @VP @realDonaldTrump Better run home to Mother Pence https://t.co/gHbSZie1sf
Gaston93239091,@Mike_Pence I'm sure he will get his day in court. Just not the one you're hoping for!! #TrumpCrimeFamily  #Criminal  #Trump
Wattywatts,@Mike_Pence No he doesn’t
Karencouch12,@Mike_Pence @realDonaldTrump Praise be to God and President Trump and Vp Pence and all the people involved in makin… https://t.co/127dSuVbMB
BlackWidow_WF,"@Mike_Pence Wait, so is the voting system fraudulent or isn't it? Between you and the orange idiot you need to get… https://t.co/Fcz5QPcD6a"
JZResearch,"@Mike_Pence He does deserve his day in court, not the Supreme Court, but Federal Court, where I’m sure he will be d… https://t.co/h2SGWz0hJF"
Wattywatts,@Mike_Pence Treasonous
Duff49003878,@Mike_Pence He may end up in Prison.
hasheez73,@Mike_Pence Succession is a way of stopping it!!
samjackson2458,@Mike_Pence Looosers
Dannyray1959,@Mike_Pence @VP @realDonaldTrump get your head from between his legs and act like a real man💩💩💩
IaiD52,@Mike_Pence Almost 300k dead.#criminal
core_shannon,@Mike_Pence Would rather the radical left than the human rights denying radical left.
JaDe37526283,@Mike_Pence @VP @henrymcmaster https://t.co/02lnl8zVsf
JaDe37526283,@Mike_Pence @VP @UofSCSOMG https://t.co/02lnl8zVsf
JaDe37526283,@Mike_Pence @VP @realDonaldTrump https://t.co/02lnl8zVsf
ajtcoven,"@Mike_Pence So Biden doesn't get to be President, right?"
ULivinInPastMan,@Mike_Pence @Perduesenate @KLoeffler Nazi salutes??
GroundLooking,"@Mike_Pence Lock up the traitors trying to undermine the vote of 80,000,000 people! Lock ‘em up! 🏛⚖️🔑"
CountrymanPGJ,@Mike_Pence The greatest VP ever! #MAGA
N8CWgtgECM35w65,@Mike_Pence @realDonaldTrump Very good. Trump victory big won thank you  God bless you
WalrCarpenter,@Mike_Pence @realDonaldTrump @DeptofDefense RIP Gen. Yeager War hero and aviation pioneer.... thanks to the risks h… https://t.co/ytNuIAUkqG
AbadiMesi,@Mike_Pence @Perduesenate @KLoeffler please help tigray people
JimPopejoy,@Mike_Pence https://t.co/sIwv4MAJFr
susan65333141,@Mike_Pence THREE THOUSAND ONE HUNDRED PEOPLE DIED Thursday because on your incompetence and lack of CHRISTIAN COMP… https://t.co/vwKEouQTji
andrewlukenbach,@Mike_Pence @CarySimonds9 Our votes obviously don't matter. Our government is to big. And it is apparent that elect… https://t.co/hd6MukJ8h4
Suzanne91749258,@Mike_Pence Go back to the rock you were living under. Your world is way different than most of ours. You cannot re… https://t.co/b7qwGYXpdr
jayjaytristana,@Mike_Pence The only radicals I see are Republicans trying to overturn the will of the people for an orange fascist… https://t.co/Cgw2e9FJ0M
JimPopejoy,@Mike_Pence https://t.co/OTnIJVSa5r
siyavosh10,@Mike_Pence #FightForTrump #GivebackTrumpVotes
josephescalia,"@Mike_Pence And some time in jail as well. You sold out, #Pence! https://t.co/ISDEFfCxuu"
Estok68,@Mike_Pence Putting together operation warp speed should have earned Vice President Pence the man of the year award.
snowski808_rich,@Mike_Pence https://t.co/2MIhONXahY
rosanay3,@Mike_Pence https://t.co/gBw9zr6dtn
the_gay_micheal,@Mike_Pence @Grindr misses you! https://t.co/ESobrTFFjE
tyclovehitch,@Mike_Pence We voted.  You and your team mates lost. Bigly.
BertPratt4,@Mike_Pence WHY IS IT THAT 80 PERCENT OF THE LEFTS AGENDA REVOLVES AROUND SEX AND ABORTION
William13658498,"@Mike_Pence @realDonaldTrump The facts are, more people will die and have medical complications, disorders than can… https://t.co/SQ2dQ3xrI3"
Kristine5710,@Mike_Pence I disagree. Stop arguing in court and wasting taxpayer money and the time of Justices and lawyers that… https://t.co/Ft5ELemU2f
bckentmerk,@Mike_Pence Did mother tell you that?
pinkshoesrbest,"RT @Allisongk9700: @Mike_Pence The only thing radical is you &amp; the right. BTW, our taxes will go up because the 2017 tax bill the GOP passe…"
ruizzz4,"@Mike_Pence Mother must be really worried about you. 81 million people voted for Biden, do the math you buffoon. 30… https://t.co/Po7IOufaHe"
Gregsnook81,@Mike_Pence @realDonaldTrump You kinda really didn't do anything
rhondab131love,@Mike_Pence You are going to prison with him
AlbertoNahum3,@Mike_Pence Is there anyone who believes that this Biden was voted by over 80 million Americans? https://t.co/ZPad2euwpi
Chris22443581,@Mike_Pence You are right. He does deserve his day in court.  He has a right to do this.  We will get our  country back.
PaxRhodes,"RT @jc_qian: @Mike_Pence If you don’t vote, #MoscowMitch will help trump kill another 100k Americans. They are populists, they want you fee…"
Lindamartin0071,"@Mike_Pence @Perduesenate @KLoeffler Three Trump asskissers. Racist, dividers and huge liars. Vying for membership at IMMORTALGO"
JaDe37526283,@Mike_Pence @VP @UofSCSOMG BREAKING: Europe’s biggest news magazine just awarded Trump with the title “Loser of the… https://t.co/bpEknw2DqV
JaDe37526283,@Mike_Pence @VP @realDonaldTrump BREAKING: Europe’s biggest news magazine just awarded Trump with the title “Loser… https://t.co/f4BcGGFHhU
lynne_soukup,@Mike_Pence @VP @realDonaldTrump Go away - Stop trying to stroke the monster!
galb_m,@Mike_Pence Criminals every one of you. https://t.co/FbeHZDPCFD
Jeannie08301957,@Mike_Pence Concede
MarcoG003,"@Mike_Pence But according to your bullshit, all voting is a scam? So which is it boo? This bitchz keep flip-floppin… https://t.co/63NLQH9ERC"
EverettStern1,@Mike_Pence @carjimar Please vote #EverettStern for U.S. Senate representing #Pennsylvania There are only 100 senat… https://t.co/kX2i2xqmYb
DemocratSwamp,"@Mike_Pence 2016 Clinton's FBI/DOJ Comey, McCabe was a Dress Rehearsal for FBI/DOJ/Barr, Wray 2020 Biden's Election… https://t.co/elRYtXVnEy"
Brooks0967,@Mike_Pence @VP @realDonaldTrump Only took about 5 months for an H1N1 vaccine. #ObamaWasBetterAtEverything You also… https://t.co/UZbV9ngmzP
JohnCao25374387,@Mike_Pence Thank you Vice President Pence! salute from a brother in Christ.
Lorenzo11116,"@Mike_Pence @Perduesenate @KLoeffler Our Lord Jesus Christ said, unless men do penance all shall perish."
DynonMat,@Mike_Pence Trump 2020🇺🇸 Pence 2024🇺🇸 👏👏
vetaqgurl,@Mike_Pence Hey #flyboy pence catch a ride take trump with you to the moon and mars and beyond the dam 🤩 stars. AND DON'T COME BACK.
Gregyack1,@Mike_Pence Does anyone doubt that IMPEACHED ONE AND DONE LOSER will get his day in court? In all reality… https://t.co/eUQTYipt1V
JBinqs,"@Mike_Pence Ohhh, I am sure he is going to have many days in court, many courts."
parothdmt,@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler You are done pence
MoabDethGoat,@Mike_Pence THE VACCINE CAME DIRECTLY FROM BABY JESUS THROUGH TRUMP. THIS IS FACT.
HomeWithPugs,@Mike_Pence #WriteInTrumpForGASeanate #FireLootingLoeffler #FireChickenPerdue
ULivinInPastMan,@Mike_Pence @Perduesenate @KLoeffler This is Georgia. Get out and take @sendavidperdue &amp; @KLoeffler with you!
bc31452523,@Mike_Pence Yes hope the people vote so that goodness prevails. FYI - people did vote and its time to go. Why shoul… https://t.co/xHHl2Ygpqq
enelson6,@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler NOPE! Your tax scam will start raising the average Americans… https://t.co/0E0pJZcBlc
StevenTrustrum,"@Mike_Pence ""radical left agenda""  Kids out of cages and back with their families Better healthcare Women control t… https://t.co/5nVXdT1Gz6"
ULivinInPastMan,@Mike_Pence @Perduesenate @KLoeffler A homophobic sellout says what about integrity?
ClarenceHolmes1,"@Mike_Pence The Lying King is desperate, isn't he, Pence the Purse Poodle?  What's curious is he wants to be re-ele… https://t.co/txcJGondiz"
SGR7073,"@Mike_Pence Dump deserves his time in jail. Desecrating our democracy, rampant lies, hatred and taking other gutles… https://t.co/x0xwpGOYGb"
TheClassicBrian,"@Mike_Pence Did you also forget that you were on the ticket...? You are so spineless, fight a battle for yourself for once."
DaBeachOhYah,"@Mike_Pence Hey task force ""leader"" great job! :   ""Nearly 292,000 Americans lost their lives in combat in World Wa… https://t.co/o3eAp78wb3"
__ew__gross__,"@Mike_Pence Yes! Let us (they, left, not maniacs) win."
keli_baxter,"@Mike_Pence Deserves his day to go to prison is more like it..,,,"
DemocratSwamp,"@Mike_Pence 2016 Clinton's FBI/DOJ Comey, McCabe was a Dress Rehearsal for FBI/DOJ/Barr, Wray 2020 Biden's Election… https://t.co/ULAM4zrnEh"
TrumpMute,@Mike_Pence @Perduesenate @KLoeffler Pence is complicit in the gratuitous sedition against the USA constitution and the USA democracy
enelson6,@Mike_Pence VOTE For  @ossoff  and @ReverendWarnock !!! They’ll listen to constituents!!
Barmybev2,@Mike_Pence @Perduesenate @KLoeffler https://t.co/kVzzs1UmrS
Suzanne_1616,@Mike_Pence I can't wait until you're gone and we never have to see your face or hear your lies ever again.
WoodCarvin,@Mike_Pence That sounds awesome!
gr8astro,"@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler Please allow the Republicans to steal your money, to destroy… https://t.co/zQuq2g69AQ"
BertPratt4,@Mike_Pence THE SLUMBERING MEEK LIONS ARE AWAKENING GO FORTH WITH IAMS WISDOM AND ARMOR
katze962,@Mike_Pence @Perduesenate @KLoeffler NO WAY.
1GOLAURIE,@Mike_Pence Not for this election foolishness!! https://t.co/2UUZ4fzxy3
BeadingfanNancy,@Mike_Pence @WhiteHouse @realDonaldTrump ... as his administration ... https://t.co/0P55qmfGfS
lovemymartini,@Mike_Pence Oh shut up. That fly affected your brain cells
MovieVigilante,"@Mike_Pence It's not a miracle. It's science. You know, something that's actually real. Research went into it. Lots of it."
SGR7073,@Mike_Pence @Perduesenate @KLoeffler Give it up. Fantasyland can go now! The people voted. The liars lost!!
realtwatterbot,@Mike_Pence Says the INCOMPETENT RIGHT...you guys can't even run a country properly and set the US back a decade.
TrumpMute,@Mike_Pence For his crimes against humanity yes not to advance his seditious traitorous legal attempts to overturn… https://t.co/p8Ake7ZsgQ
stevenellison,@Mike_Pence Correction: The American people deserve their day in court* 🇺🇸🇺🇸🇺🇸
BrenB29,@Mike_Pence He really deserves time in jail
Gjg15Loretta,@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler @realDonaldTrump keeps saying the election was rigged. You’re… https://t.co/AOl1cBQL6e
kariD04980459,@Mike_Pence @VP @realDonaldTrump No thanks to any poison...
08sunshinewalk,"RT @jc_qian: @Mike_Pence If you don’t vote, #MoscowMitch will help trump kill another 100k Americans. They are populists, they want you fee…"
OrangeIsALiar,@Mike_Pence You all deserve NOTHING shame. #LOSER #LoserOfTheYear #RepublicansAreDestroyingAmerica #RepublicansHaveNoBalls
docdlafont,"@Mike_Pence But yeah, pumping the tires of the evangelicals and religious zealots is fine, 'cause, you know..."
btocco79,@Mike_Pence https://t.co/XlLPwhEueX
MikeJMoss,@Mike_Pence https://t.co/Cep74e9LC9
MrXofY,"@Mike_Pence Yes, he certainly does."
HighLifeLivin1,@Mike_Pence Why?
mmehenriquez,RT @HEINSLERJAN: @Mike_Pence Trump is a criminal its about time you stop supporting him.   https://t.co/9IyO0zw9ca
kirktonmains,@Mike_Pence @Perduesenate @KLoeffler Write in Trumps name. Show your support for the President
mmehenriquez,RT @axidentaliberal: @Mike_Pence Tell me @VP  Didn’t #Biden win the presidential election  Isn’t it true that there was no evidence of frau…
greenwings17,@Mike_Pence How does it feel to prop up a wanna be dictator that wishes to overthrow a duly elected government. To… https://t.co/ejbOqugwKO
SherriKuczeryk,RT @SoCallls: @Mike_Pence You do know you are also complicit in the #TrumpVirusDeathToll293K
ShawnTaylaw,@Mike_Pence We voted You lost! The incompetence of this administration is astounding! History will remember you all… https://t.co/iC341JJMw5
noodlepunker,@Mike_Pence @Perduesenate @KLoeffler Why do you run like a weirdo?  Can you not be creepy for a second of your life?
SherriKuczeryk,RT @shossy2: @Mike_Pence https://t.co/ducCkkBWRv
Luiszal99065041,@Mike_Pence Yeah u right in jail soon!!!!
kp_marcie,@Mike_Pence @magaxxoo Yuk.  Not happening shill.
AndrewGengler1,@Mike_Pence How can you work for someone who puts himself before Country?
gsmhiker1,@Mike_Pence @Perduesenate @KLoeffler LOSERS
snowflake_miner,RT @AnnLHamilton: @Mike_Pence https://t.co/DjQ8czzUNE
Americaisforall,"@Mike_Pence @JasonMillerinDC and then on January 20th 2021 you are unemployed and in desperate need of delousing, p… https://t.co/D3cNTk3PgA"
Sallytrash1,"@Mike_Pence He doesn’t deserve anything at all, unless he finally stands tall and asks ALl Americans to ALWAYS wear masks in public."
skp0213,@Mike_Pence Stop supporting a lunatic
JulieHe84898888,@Mike_Pence He had it. He lost. Stop the coup! Get the traitors out of DC!
angiecoleman,@Mike_Pence @Perduesenate @KLoeffler Which is it?  Do we have a deep state rigging elections or not?   You fight on… https://t.co/tK7yE2L27X
Janice31572052,"@Mike_Pence There is no radical left &amp; you know it @VP. To Trump supporters, what has this administration done for… https://t.co/iqLpllk9sF"
AndItsMyOpinion,@Mike_Pence And that's a bad thing... how?
Mac_Marceau,@Mike_Pence Looking forward to the day when your party is politically decimated.   Thanks Mike and Donald! You’ve m… https://t.co/1f0NCde6sL
MaryDic13199337,@Mike_Pence @JasonMillerinDC Spineless twit.
Tionia,@Mike_Pence Lying will NEVER get you back into OUR White House! We are sick &amp; tired of this current Admin and you'r… https://t.co/rFzdeuXrFh
bbmbsit,@Mike_Pence Nope. Trump deserves his day in the SDNY courts.
humancaptlstock,"@Mike_Pence Congratulations Pence, you are now responsible for murdering more Americans than the Germans and Japanese during WWII."
TX_Vet1,@Mike_Pence @GOP @VP @SenTedCruz @JohnCornyn @senatemajldr add VP Pence to the growing number of GOP members lookin… https://t.co/cFZdKX4Bc9
debrapbennett,"@Mike_Pence There is no radical left agenda...stop lying to the American people. #BidenWonTrumpLost deal with it, grifter."
NeilMaclaren1,RT @ames_1233: @Mike_Pence We did vote and we did win and those things are not going to happen. You know that.  Do you know that there are…
mgn53,@Mike_Pence Has he asked you for a pardon? 🖕
True2North,@Mike_Pence “The formerly proud party of Abraham Lincoln has degenerated into a collection of spineless yes-men.”
OttoPardey,@Mike_Pence https://t.co/l9hRb0Jykj
worriedForUSA,@Mike_Pence He deserves MULTIPLE days in court! CRIMINAL court with you as an accomplice!
WhatTheH355,@Mike_Pence You are complicit in the destruction of democracy.
diane_edits,@Mike_Pence He will get his chance when the charges are announced.
Stephen13772426,@Mike_Pence @Perduesenate @KLoeffler Pence seems a little worried that Trumps electoral fraud mantra might impact o… https://t.co/EZNRjGGv7o
DatGuy03334785,"@Mike_Pence @VP @realDonaldTrump Hey mike, wipe the sh*t of your nose"
WMHabanero,@Mike_Pence @Perduesenate @KLoeffler KKK couple from Indiana sell their soul to Satan and became famous nationally for torturing kids.
thedailyduff,@Mike_Pence are lies not sins?
LLi67237084,@Mike_Pence @Perduesenate @KLoeffler 👍🏻
kimterry1010,@Mike_Pence The white person version of the Carlton dance https://t.co/huWMn1lNQp
TashaCSS,@Mike_Pence Ballot harvesting. Drop boxes paid for by Zuckerberg. Dominion machines &amp; DEM operatives counting the b… https://t.co/v5OPwK1bqR
NoShadyLady,@Mike_Pence Murderer
UmmmAnton,@Mike_Pence YO! Mike what's up my man? https://t.co/tv6J08wjjW
LLi67237084,@Mike_Pence @Perduesenate @KLoeffler 👍🏻
JMillerGoggin,"@Mike_Pence @realDonaldTrump Fantastic, Amazing Job. Answered Prayers, Cooperation and Team Work. We are the Mighti… https://t.co/wEL0R8QFbM"
KathrynECramer,RT @pjmooney: @Mike_Pence @Perduesenate @KLoeffler The GOP has no integrity. You all sold out for an evil and dishonest man.
CentristRn,RT @parlertakes: @Mike_Pence https://t.co/u383PQivmu
alirchner,@Mike_Pence Lol ya got that right.
Kina63671523,@Mike_Pence In jail.
BilinskiEva,"@Mike_Pence Yo Michael!. Haven't you noticed,  that trumpy boy has taken your name off for his 2024 run? He doesn't like you !. 😆 🤣 😂."
Amar80241910,@Mike_Pence https://t.co/KFHj1oeK0e
bdowdellvt,@Mike_Pence Criminal Court
bigmomma99,@Mike_Pence yes please vote - the world watches. @Mike_Pence trying to scare you. nothing radical going on just a P… https://t.co/BaqAqcpwGn
LLi67237084,@Mike_Pence 👍🏻
hellobluespirit,"@Mike_Pence @Perduesenate @KLoeffler Trump's Term Legacy: Lied to ""We The People"", Failed to protect us against COV… https://t.co/b9g8g6Q3or"
velda20182018,@Mike_Pence @Perduesenate @KLoeffler Blue wave in Georgia
RolandUsda,@Mike_Pence Amen 🙏 https://t.co/kgkQPWJQmk
Jeanniel_77,@Mike_Pence @Perduesenate @KLoeffler Thank you Mr. VP #MikePence always fight for #US too! 👏🤩
VetschCarolyn,"@Mike_Pence First of All, God comes FIRST Not second, that's the problem Period."
jacobson_kia,@Mike_Pence Shame on you! #ShameShameShame
SilvertipGrizz,@Mike_Pence @JasonMillerinDC #299988trumpvirusdeadDec11 #299988trumpvirusdeadDec11 #299988trumpvirusdeadDec11… https://t.co/UJNia71mlV
SilvertipGrizz,@Mike_Pence @JasonMillerinDC #299988trumpvirusdeadDec11 #299988trumpvirusdeadDec11 #299988trumpvirusdeadDec11… https://t.co/SDd9SfbmwD
yduzithurtwenip,@Mike_Pence If you do vote they win anyway
C_CMC4,"@Mike_Pence FIXED THIS: ""My fellow Americans: If you don't vote, they win. If you don't vote, there will be nothing… https://t.co/g2vVPHwEcx"
tendermoments2,@Mike_Pence https://t.co/0RPyrkdt9S
smugsally,@Mike_Pence God doesn’t like corrupt men vp. History will not be kind to you and your name
MarkFriedman2,"@Mike_Pence Your legacy:  15 million infected Americans   Millions unemployed   293,000+ Dead Americans https://t.co/qWwRzWkWKW"
JimSaranteas,"@Mike_Pence Try this one on: “Trump and Pence either caused or helped cause death of nearly 300,000 Americans.”"
BoudrieLyndsey,@Mike_Pence He will get his day in court I’m sure. Just may not be the case your talking about.
